year,artist,song
2011,Ke$ha,Blow
2011,Bad Meets Evil Featuring Bruno Mars,Lighters
2011,The Band Perry,If I Die Young
2011,Gym Class Heroes Featuring Adam Levine,Stereo Hearts
2011,The Black Eyed Peas,The Time (Dirty Bit)
2011,Diddy - Dirty Money Featuring Skylar Grey,Coming Home
2011,Pitbull Featuring T-Pain,Hey Baby (Drop It To The Floor)
2011,Rihanna,Only Girl (In The World)
2011,Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot
2011,Lady Antebellum,Just A Kiss
2011,Jason Aldean,Dirt Road Anthem
2011,Taio Cruz,Dynamite
2011,Waka Flocka Flame Featuring Roscoe Dash & Wale,No Hands
2011,Britney Spears,I Wanna Go
2011,DJ Khaled Featuring Drake  Rick Ross & Lil Wayne,I'm On One
2011,Cobra Starship Featuring Sabi,You Make Me Feel...
2011,Chris Brown,Yeah 3X
2011,Nicki Minaj Featuring Drake,Moment 4 Life
2011,Dr. Dre Featuring Eminem & Skylar Grey,I Need A Doctor
2011,Nelly,Just A Dream
2011,Kelly Rowland Featuring Lil Wayne,Motivation
2011,Edward Maya & Vika Jigulina,Stereo Love
2011,Christina Perri,Jar Of Hearts
2011,Wiz Khalifa,Roll Up
2011,LMFAO,Sexy And I Know It
2011,Far*East Movement Featuring Ryan Tedder,Rocketeer
2011,Kanye West,All Of The Lights
2011,Britney Spears,Hold It Against Me
2011,Usher,More
2011,Avril Lavigne,What The Hell
2011,Tinie Tempah Featuring Eric Turner,Written In The Stars
2011,Trey Songz Featuring Nicki Minaj,Bottoms Up
2011,Usher Featuring Pitbull,DJ Got Us Fallin' In Love
2011,The Script,For The First Time
2011,Blake Shelton,Honey Bee
2011,Jason Aldean With Kelly Clarkson,Don't You Wanna Stay
2011,Rihanna Featuring Calvin Harris,We Found Love
2011,Keri Hilson,Pretty Girl Rock
2011,Lady Gaga,You And I
2011,Far*East Movement Featuring Cataracs & Dev,Like A G6
2011,David Guetta Featuring Usher,Without You
2011,Taylor Swift,Back To December
2011,Katy Perry,Teenage Dream
2011,Eli Young Band,Crazy Girl
2011,Rihanna,Cheers (Drink To That)
2011,Selena Gomez & The Scene,Who Says
2011,Jake Owen,Barefoot Blue Jean Night
2011,Zac Brown Band Featuring Jimmy Buffett,Knee Deep
2011,Luke Bryan,Country Girl (Shake It For Me)
2011,Brad Paisley Duet With Carrie Underwood,Remind Me
2011,Dev,In The Dark
2011,New Boyz Featuring The Cataracs & Dev,Backseat
2011,Drake,Headlines
2011,Beyonce,Best Thing I Never Had
2011,Jason Derulo,Don't Wanna Go Home
2011,David Guetta Featuring Flo Rida & Nicki Minaj,Where Them Girls At
2011,Chris Brown,She Ain't You
2011,Rodney Atkins,Take A Back Road
2011,Mike Posner,Please Don't Go
2011,Miguel,Sure Thing
2011,Jessie J Featuring B.o.B,Price Tag
2011,Blake Shelton,God Gave Me You
2011,Lil Wayne Featuring Drake,She Will
2011,Thompson Square,Are You Gonna Kiss Me Or Not
2011,Neon Trees,Animal
2011,Kenny Chesney Featuring Grace Potter,You And Tequila
2011,Zac Brown Band,Colder Weather
2011,Big Sean Featuring Chris Brown,My Last
2012,Gotye Featuring Kimbra,Somebody That I Used To Know
2012,Carly Rae Jepsen,Call Me Maybe
2012,fun. Featuring Janelle Monae,We Are Young
2012,Maroon 5 Featuring Wiz Khalifa,Payphone
2012,Ellie Goulding,Lights
2012,The Wanted,Glad You Came
2012,Kelly Clarkson,Stronger (What Doesn't Kill You)
2012,Rihanna Featuring Calvin Harris,We Found Love
2012,Nicki Minaj,Starships
2012,One Direction,What Makes You Beautiful
2012,Flo Rida Featuring Sia,Wild Ones
2012,Adele,Set Fire To The Rain
2012,LMFAO,Sexy And I Know It
2012,fun.,Some Nights
2012,Katy Perry,Wide Awake
2012,Flo Rida,Good Feeling
2012,Flo Rida,Whistle
2012,Maroon 5,One More Night
2012,Train,Drive By
2012,Drake Featuring Lil Wayne,The Motto
2012,Rihanna,Where Have You Been
2012,Neon Trees,Everybody Talks
2012,Drake Featuring Rihanna,Take Care
2012,David Guetta Featuring Sia,Titanium
2012,Jason Mraz,I Won't Give Up
2012,Bruno Mars,It Will Rain
2012,Kanye West  Big Sean  Pusha T  2 Chainz,Mercy
2012,Justin Bieber,Boyfriend
2012,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem
2012,Alex Clare,Too Close
2012,Katy Perry,Part Of Me
2012,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,Young  Wild & Free
2012,Taylor Swift,We Are Never Ever Getting Back Together
2012,Justin Bieber Featuring Big Sean,As Long As You Love Me
2012,David Guetta Featuring Nicki Minaj,Turn Me On
2012,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger
2012,P!nk,Blow Me (One Last Kiss)
2012,Owl City & Carly Rae Jepsen,Good Time
2012,Demi Lovato,Give Your Heart A Break
2012,Jay Z Kanye West,Ni**as in Paris
2012,Katy Perry,The One That Got Away
2012,Calvin Harris,Feel So Close
2012,Adele,Someone Like You
2012,Usher,Scream
2012,Tyga,Rack City
2012,Jessie J,Domino
2012,PSY,Gangnam Style
2012,Pitbull Featuring Chris Brown,International Love
2012,Phillip Phillips,Home
2012,David Guetta Featuring Usher,Without You
2012,Gym Class Heroes Featuring Neon Hitch,Ass Back Home
2012,Hunter Hayes,Wanted
2012,Luke Bryan,Drunk On You
2012,2 Chainz Featuring Drake,No Lie
2012,Cher Lloyd,Want U Back
2012,Chris Brown,Don't Wake Me Up
2012,Big Sean Featuring Nicki Minaj,Dance (A$$)
2012,Eric Church,Springsteen
2012,Karmin,Brokenhearted
2012,Gavin DeGraw,Not Over You
2012,Gym Class Heroes Featuring Adam Levine,Stereo Hearts
2012,Pitbull,Back In Time
2012,J. Cole,Work Out
2012,Adele,Rumour Has It
2012,Calvin Harris Featuring Ne-Yo,Let's Go
2012,Carrie Underwood,Good Girl
2012,Little Big Town,Pontoon
2012,The Lumineers,Ho Hey
2012,Coldplay,Paradise
2012,Carrie Underwood,Blown Away
2012,Adele,Rolling In The Deep
2012,Usher,Climax
2012,Wiz Khalifa,Work Hard  Play Hard
2012,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself)
2012,Nicki Minaj,Pound The Alarm
2012,Kenny Chesney,Come Over
2012,Trey Songz,Heart Attack
2012,Kirko Bangz,Drank In My Cup
2012,Rihanna Featuring Chris Brown,Birthday Cake
2012,B.o.B,So Good
2012,Train,50 Ways To Say Goodbye
2012,Toby Keith,Red Solo Cup
2012,Selena Gomez & The Scene,Love You Like A Love Song
2012,Chris Brown,Turn Up The Music
2012,Ke$ha,Die Young
2012,T-Pain Featuring Wiz Khalifa & Lily Allen,5 O'Clock
2012,Christina Perri,A Thousand Years
2012,Jason Aldean,Take A Little Ride
2012,Rihanna,You Da One
2012,Havana Brown Featuring Pitbull,We Run The Night
2012,Imagine Dragons,It's Time
2012,Ca$h Out,Cashin' Out
2012,Luke Bryan,I Don't Want This Night To End
2012,Rihanna,Diamonds
2012,Lee Brice,Hard To Love
2012,Kip Moore,Somethin' 'Bout A Truck
2012,Miguel,Adorn
2012,Jason Aldean,Fly Over States
2012,Eli Young Band,Even If It Breaks Your Heart
2012,Linkin Park,Burn It Down
2013,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop
2013,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines
2013,Imagine Dragons,Radioactive
2013,Baauer,Harlem Shake
2013,Macklemore & Ryan Lewis Featuring Ray Dalton,Can't Hold Us
2013,Justin Timberlake,Mirrors
2013,P!nk Featuring Nate Ruess,Just Give Me A Reason
2013,Bruno Mars,When I Was Your Man
2013,Florida Georgia Line Featuring Nelly,Cruise
2013,Katy Perry,Roar
2013,Bruno Mars,Locked Out Of Heaven
2013,The Lumineers,Ho Hey
2013,Rihanna Featuring Mikky Ekko,Stay
2013,Daft Punk Featuring Pharrell Williams,Get Lucky
2013,Lorde,Royals
2013,Taylor Swift,I Knew You Were Trouble.
2013,Miley Cyrus,We Can't Stop
2013,Miley Cyrus,Wrecking Ball
2013,Avicii,Wake Me Up!
2013,Justin Timberlake Featuring JAY Z,Suit & Tie
2013,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone)
2013,Jay Z Featuring Justin Timberlake,Holy Grail
2013,will.i.am & Britney Spears,Scream & Shout
2013,Zedd Featuring Foxes,Clarity
2013,AWOLNATION,Sail
2013,Swedish House Mafia Featuring John Martin,Don't You Worry Child
2013,Rihanna,Diamonds
2013,Icona Pop Featuring Charli XCX,I Love It
2013,Capital Cities,Safe And Sound
2013,Bruno Mars,Treasure
2013,Ariana Grande Featuring Mac Miller,The Way
2013,Drake,Started From The Bottom
2013,Selena Gomez,Come & Get It
2013,Drake Featuring Majid Jordan,Hold On  We're Going Home
2013,Maroon 5,Daylight
2013,Pitbull Featuring Christina Aguilera,Feel This Moment
2013,Lady Gaga,Applause
2013,Maroon 5,One More Night
2013,Lil Wayne Featuring Drake & Future,Love Me
2013,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up)
2013,A$AP Rocky Featuring Drake  2 Chainz & Kendrick Lamar,F**kin Problems
2013,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat
2013,Macklemore & Ryan Lewis Featuring Mary Lambert,Same Love
2013,Calvin Harris Featuring Florence Welch,Sweet Nothing
2013,Lana Del Rey & Cedric Gervais,Summertime Sadness
2013,Phillip Phillips,Home
2013,Imagine Dragons,It's Time
2013,J. Cole Featuring Miguel,Power Trip
2013,Alicia Keys Featuring Nicki Minaj,Girl On Fire
2013,Demi Lovato,Heart Attack
2013,Maroon 5,Love Somebody
2013,Mumford & Sons,I Will Wait
2013,P!nk,Try
2013,Darius Rucker,Wagon Wheel
2013,PSY,Gangnam Style
2013,Calvin Harris Featuring Ellie Goulding,I Need Your Love
2013,Ke$ha,Die Young
2013,fun.,Some Nights
2013,Wale Featuring Tiara Thomas Or Rihanna,Bad
2013,Blake Shelton Featuring Pistol Annies & Friends,Boys 'round Here
2013,Phillip Phillips,Gone  Gone  Gone
2013,Imagine Dragons,Demons
2013,OneRepublic,Counting Stars
2013,Flo Rida,I Cry
2013,Of Monsters And Men,Little Talks
2013,Jason Derulo,The Other Side
2013,Eminem,Berzerk
2013,Kelly Clarkson,Catch My Breath
2013,Luke Bryan,Crash My Party
2013,Rihanna,Pour It Up
2013,Taylor Swift,22
2013,Hunter Hayes,I Want Crazy
2013,Ylvis,The Fox
2013,One Direction,Best Song Ever
2013,Ed Sheeran,The A Team
2013,fun.,Carry On
2013,Tim McGraw With Taylor Swift,Highway Don't Care
2013,Luke Bryan,That's My Kind Of Night
2013,Kendrick Lamar,Swimming Pools (Drank)
2013,Blake Shelton,Sure Be Cool If You Did
2013,Mariah Carey Featuring Miguel,#Beautiful
2013,Olly Murs Featuring Flo Rida,Troublemaker
2013,Ciara,Body Party
2013,Miguel,Adorn
2013,The Script Featuring will.i.am,Hall Of Fame
2013,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself)
2013,Rocko Featuring Future & Rick Ross,U.O.E.N.O.
2013,Emeli Sande,Next To Me
2013,Miranda Lambert,Mama's Broken Heart
2013,Thomas Rhett,It Goes Like This
2013,Ace Hood Featuring Future & Rick Ross,Bugatti
2013,Hunter Hayes,Wanted
2013,Lady Antebellum,Downtown
2013,Florida Georgia Line,Get Your Shine On
2013,will.i.am Featuring Justin Bieber,#thatPOWER
2013,Sara Bareilles,Brave
2013,Passenger,Let Her Go
2013,Randy Houser,Runnin' Outta Moonlight
2013,2 Chainz,I'm Different
2013,Paramore,Still Into You
2014,Pharrell Williams,Happy
2014,Katy Perry Featuring Juicy J,Dark Horse
2014,John Legend,All Of Me
2014,Iggy Azalea Featuring Charli XCX,Fancy
2014,OneRepublic,Counting Stars
2014,Jason Derulo Featuring 2 Chainz,Talk Dirty
2014,MAGIC!,Rude
2014,Meghan Trainor,All About That Bass
2014,Ariana Grande Featuring Iggy Azalea,Problem
2014,Sam Smith,Stay With Me
2014,Pitbull Featuring Ke$ha,Timber
2014,Bastille,Pompeii
2014,Taylor Swift,Shake It Off
2014,Nico & Vinz,Am I Wrong
2014,DJ Snake & Lil Jon,Turn Down For What
2014,Eminem Featuring Rihanna,The Monster
2014,A Great Big World & Christina Aguilera,Say Something
2014,Lorde,Team
2014,Passenger,Let Her Go
2014,Lorde,Royals
2014,Idina Menzel,Let It Go
2014,Avicii,Wake Me Up!
2014,Imagine Dragons,Demons
2014,One Direction,Story Of My Life
2014,Sia,Chandelier
2014,Iggy Azalea Featuring Rita Ora,Black Widow
2014,Jessie J  Ariana Grande & Nicki Minaj,Bang Bang
2014,Disclosure Featuring Sam Smith,Latch
2014,Maroon 5,Maps
2014,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,Loyal
2014,American Authors,Best Day Of My Life
2014,Tove Lo,Habits (Stay High)
2014,Calvin Harris,Summer
2014,Charli XCX,Boom Clap
2014,Beyonce Featuring Jay Z,Drunk In Love
2014,Nicki Minaj,Anaconda
2014,Ariana Grande Featuring Zedd,Break Free
2014,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,Bailando
2014,Ellie Goulding,Burn
2014,Jason Derulo Featuring Snoop Dogg,Wiggle
2014,Clean Bandit Featuring Jess Glynne,Rather Be
2014,Jeremih Featuring YG,Don't Tell 'Em
2014,Kid Ink Featuring Chris Brown,Show Me
2014,Miley Cyrus,Wrecking Ball
2014,Justin Timberlake,Not A Bad Thing
2014,Katy Perry,Roar
2014,Paramore,Ain't It Fun
2014,Aloe Blacc,The Man
2014,Florida Georgia Line Featuring Luke Bryan,This Is How We Roll
2014,MKTO,Classic
2014,Coldplay,A Sky Full Of Stars
2014,Ed Sheeran,Don't
2014,Trey Songz,Na Na
2014,Bobby Shmurda,Hot Boy
2014,Drake Featuring Majid Jordan,Hold On  We're Going Home
2014,Ed Sheeran,Sing
2014,Imagine Dragons,Radioactive
2014,YG Featuring Jeezy & Rich Homie Quan,My Hitta
2014,Echosmith,Cool Kids
2014,Avicii,Hey Brother
2014,Jason Derulo,Trumpets
2014,Maroon 5,Animals
2014,Jason Aldean,Burnin' It Down
2014,Luke Bryan,Play It Again
2014,Tinashe Featuring ScHoolboy Q,2 On
2014,Florida Georgia Line,Dirt
2014,OneRepublic,Love Runs Out
2014,Brantley Gilbert,Bottoms Up
2014,Becky G,Shower
2014,Rixton,Me And My Broken Heart
2014,Martin Garrix,Animals
2014,Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle
2014,Kenny Chesney,American Kids
2014,Sara Bareilles,Brave
2014,The Neighbourhood,Sweater Weather
2014,Sam Hunt,Leave The Night On
2014,Chris Brown Featuring Usher & Rick Ross,New Flame
2014,Michael Jackson & Justin Timberlake,Love Never Felt So Good
2014,Dierks Bentley,Drunk On A Plane
2014,Katy Perry,Birthday
2014,Lady Antebellum,Bartender
2014,Naughty Boy Featuring Sam Smith,La La La
2014,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines
2014,Lady Gaga Featuring R. Kelly,Do What U Want
2014,Shakira Featuring Rihanna,Can't Remember To Forget You
2014,5 Seconds Of Summer,Amnesia
2014,T.I. Featuring Iggy Azalea,No Mediocre
2014,KONGOS,Come With Me Now
2014,Lil Wayne Featuring Drake,Believe Me
2014,Mike WiLL Made-It Featuring Miley Cyrus  Wiz Khalifa & Juicy J,23
2014,Jake Owen,Beachin'
2014,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls
2014,5 Seconds Of Summer,She Looks So Perfect
2014,Zedd Featuring Hayley Williams,Stay The Night
2014,Beyonce,Partition
2014,ScHoolboy Q Featuring BJ The Chicago Kid,Studio
2014,Drake,0 To 100 / The Catch Up
2014,Lee Brice,I Don't Dance
2014,Miranda Lambert Duet With Carrie Underwood,Somethin' Bad
2014,Miley Cyrus,Adore You
2015,Mark Ronson Featuring Bruno Mars,Uptown Funk!
2015,Ed Sheeran,Thinking Out Loud
2015,Wiz Khalifa Featuring Charlie Puth,See You Again
2015,Fetty Wap,Trap Queen
2015,Maroon 5,Sugar
2015,WALK THE MOON,Shut Up And Dance
2015,Taylor Swift,Blank Space
2015,Silento,Watch Me
2015,The Weeknd,Earned It (Fifty Shades Of Grey)
2015,The Weeknd,The Hills
2015,OMI,Cheerleader
2015,The Weeknd,Can't Feel My Face
2015,Ellie Goulding,Love Me Like You Do
2015,Hozier,Take Me To Church
2015,Taylor Swift Featuring Kendrick Lamar,Bad Blood
2015,Major Lazer & DJ Snake Featuring MO,Lean On
2015,Jason Derulo,Want To Want Me
2015,Taylor Swift,Shake It Off
2015,Skrillex & Diplo With Justin Bieber,Where Are U Now
2015,Rachel Platten,Fight Song
2015,Fetty Wap Featuring Remy Boyz,679
2015,Meghan Trainor,Lips Are Movin
2015,Fifth Harmony Featuring Kid Ink,Worth It
2015,Omarion Featuring Chris Brown & Jhene Aiko,Post To Be
2015,Andy Grammer,Honey  I'm Good.
2015,Sam Smith,I'm Not The Only One
2015,Selena Gomez Featuring A$AP Rocky,Good For You
2015,Meghan Trainor,All About That Bass
2015,Taylor Swift,Style
2015,Drake,Hotline Bling
2015,David Guetta Featuring Nicki Minaj  Bebe Rexha & Afrojack,Hey Mama
2015,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.
2015,Justin Bieber,What Do You Mean?
2015,Ed Sheeran,Photograph
2015,Adele,Hello
2015,Shawn Mendes,Stitches
2015,Tove Lo,Talking Body
2015,Nick Jonas,Jealous
2015,Pitbull & Ne-Yo,Time Of Our Lives
2015,R. City Featuring Adam Levine,Locked Away
2015,Natalie La Rose Featuring Jeremih,Somebody
2015,Rihanna & Kanye West & Paul McCartney,FourFiveSeconds
2015,Fall Out Boy,Centuries
2015,Fetty Wap Featuring Monty,My Way
2015,Sam Hunt,Take Your Time
2015,Maroon 5,Animals
2015,Big Sean Featuring E-40,I Don't F**k With You
2015,Rihanna,B**** Better Have My Money
2015,Rich Homie Quan,Flex (Ooh Ooh Ooh)
2015,T-Wayne,Nasty Freestyle
2015,Nicki Minaj Featuring Drake  Lil Wayne & Chris Brown,Only
2015,Sia,Elastic Heart
2015,Demi Lovato,Cool For The Summer
2015,X Ambassadors,Renegades
2015,Usher Featuring Juicy J,I Don't Mind
2015,Ariana Grande & The Weeknd,Love Me Harder
2015,Taylor Swift,Wildest Dreams
2015,Sam Smith,Stay With Me
2015,DJ Snake & AlunaGeorge,You Know You Like It
2015,Fall Out Boy,Uma Thurman
2015,Beyonce,7/11
2015,Selena Gomez,The Heart Wants What It Wants
2015,Little Big Town,Girl Crush
2015,Trey Songz,Slow Motion
2015,One Direction,Drag Me Down
2015,Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter
2015,Ariana Grande,One Last Time
2015,Nick Jonas,Chains
2015,Meek Mill Featuring Chris Brown & Nicki Minaj,All Eyes On You
2015,Rae Sremmurd,No Type
2015,Vance Joy,Riptide
2015,Jidenna Featuring Roman GianArthur,Classic Man
2015,Elle King,Ex's & Oh's
2015,Meghan Trainor,Dear Future Husband
2015,Charlie Puth Featuring Meghan Trainor,Marvin Gaye
2015,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You
2015,Tove Lo,Habits (Stay High)
2015,James Newton Howard Featuring Jennifer Lawrence,The Hanging Tree
2015,O.T. Genasis,CoCo
2015,Jessie J  Ariana Grande & Nicki Minaj,Bang Bang
2015,Sam Smith,Lay Me Down
2015,I LOVE MAKONNEN Featuring Drake,Tuesday
2015,iLoveMemphis,Hit The Quan
2015,Macklemore & Ryan Lewis Featuring Eric Nally  Melle Mel  Kool Moe Dee & Grandmaster Caz,Downtown
2015,Sam Hunt,House Party
2015,Chris Brown & Tyga,Ayo
2015,Luke Bryan,Kick The Dust Up
2015,Big Sean Featuring Drake,Blessings
2015,George Ezra,Budapest
2015,Sia,Chandelier
2015,Kelly Clarkson,Heartbeat Song
2015,Ed Sheeran,Don't
2015,Ella Henderson,Ghost
2015,Alessia Cara,Here
2015,Mr. Probz,Waves
2015,Nicky Jam & Enrique Iglesias,El Perdon (Forgiveness)
2015,Ne-Yo Featuring Juicy J,She Knows
2015,One Direction,Night Changes
2015,Drake,Back To Back
2015,Calvin Harris & Disciples,How Deep Is Your Love
2016,Justin Bieber,Love Yourself
2016,Justin Bieber,Sorry
2016,Drake Featuring WizKid & Kyla,One Dance
2016,Rihanna Featuring Drake,Work
2016,twenty one pilots,Stressed Out
2016,Desiigner,Panda
2016,Adele,Hello
2016,The Chainsmokers Featuring Daya,Don't Let Me Down
2016,Justin Timberlake,Can't Stop The Feeling!
2016,The Chainsmokers Featuring Halsey,Closer
2016,Sia Featuring Sean Paul,Cheap Thrills
2016,Lukas Graham,7 Years
2016,Rihanna,Needed Me
2016,Flo Rida,My House
2016,Mike Posner,I Took A Pill In Ibiza
2016,Fifth Harmony Featuring Ty Dolla $ign,Work From Home
2016,Calvin Harris Featuring Rihanna,This Is What You Came For
2016,DNCE,Cake By The Ocean
2016,G-Eazy x Bebe Rexha,Me  Myself & I
2016,twenty one pilots,Ride
2016,twenty one pilots,Heathens
2016,Zayn,Pillowtalk
2016,Shawn Mendes,Stitches
2016,Drake,Hotline Bling
2016,Major Lazer Featuring Justin Bieber & MO,Cold Water
2016,Adele,Send My Love (To Your New Lover)
2016,The Chainsmokers Featuring Rozes,Roses
2016,Shawn Mendes,Treat You Better
2016,Drake Featuring Rihanna,Too Good
2016,Future Featuring The Weeknd,Low Life
2016,Justin Bieber,What Do You Mean?
2016,The Weeknd,The Hills
2016,P!nk,Just Like Fire
2016,D.R.A.M. Featuring Lil Yachty,Broccoli
2016,Bryson Tiller,Don't
2016,Ariana Grande,Dangerous Woman
2016,Drake & Future,Jumpman
2016,gnash Featuring Olivia O'Brien,I Hate U I Love U
2016,Alessia Cara,Here
2016,Selena Gomez,Same Old Love
2016,Drake,Controlla
2016,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You
2016,Charlie Puth,One Call Away
2016,James Bay,Let It Go
2016,Meghan Trainor,No
